Composition,
Date Added,2022-04-27 20:01:10.497621
Formula,
Grain Size,<45 um
Locality,
Minimum Wavelength,350.0
Sample Name,Montmorillonite
Maximum Wavelength,2500.0
Database of Origin,University of Winnipeg Spectrophotometer Facility
Other Information,
References,3. CLAYS: ASD SPECTRA
Resolution,2@350-7@2500nm
Material Class,
Sample Description,Montmorillonite





1000 and 1830 breaks removed
Sample ID,MON105
Original Sample ID,MON105
Sample Type,None
Viewing Geometry,I30_ e0
Wavelength,Response
350.0,0.767771732
351.0,0.770065023
352.0,0.771204845
353.0,0.771698335
354.0,0.772824221
355.0,0.774139608
356.0,0.775560288
357.0,0.777118819
358.0,0.778131858
359.0,0.778671025
360.0,0.778757812
361.0,0.77814925
362.0,0.77656425
363.0,0.774519491
364.0,0.77402928
365.0,0.773478694
366.0,0.772335533
367.0,0.769808352
368.0,0.767947355
369.0,0.767548441
370.0,0.76885604
371.0,0.766594782
372.0,0.766004433
373.0,0.766541199
374.0,0.766803082
375.0,0.766977944
376.0,0.767464231
377.0,0.76878278
378.0,0.768621446
379.0,0.769508404
380.0,0.771898671
381.0,0.773394367
382.0,0.774405708
383.0,0.77529331
384.0,0.777073961
385.0,0.77919239
386.0,0.781359072
387.0,0.78339616
388.0,0.785872979
389.0,0.78827935
390.0,0.790562978
391.0,0.792893454
392.0,0.794855116
393.0,0.796606663
394.0,0.798505548
395.0,0.800250243
396.0,0.8016995
397.0,0.802684781
398.0,0.804082329
399.0,0.805661239
400.0,0.807334198
401.0,0.808307123
402.0,0.809584212
403.0,0.810776681
404.0,0.811045064
405.0,0.81242885
406.0,0.813845313
407.0,0.814792589
408.0,0.815636798
409.0,0.816383035
410.0,0.817033057
411.0,0.81751138
412.0,0.818339544
413.0,0.819239093
414.0,0.81975138
415.0,0.820148362
416.0,0.82054025
417.0,0.820991049
418.0,0.821371283
419.0,0.821833384
420.0,0.822355393
421.0,0.822674607
422.0,0.822915174
423.0,0.823145024
424.0,0.823456273
425.0,0.823801312
426.0,0.824103543
427.0,0.824346921
428.0,0.824764458
429.0,0.825051932
430.0,0.825214203
431.0,0.825526799
432.0,0.825759402
433.0,0.825970864
434.0,0.826207273
435.0,0.826572457
436.0,0.826875391
437.0,0.82704791
438.0,0.827409287
439.0,0.82783555
440.0,0.828292029
441.0,0.828738436
442.0,0.829388752
443.0,0.830137566
444.0,0.830882807
445.0,0.831634432
446.0,0.832467105
447.0,0.833421466
448.0,0.834532887
449.0,0.835730861
450.0,0.836981481
451.0,0.838032291
452.0,0.839155424
453.0,0.840350938
454.0,0.841633591
455.0,0.842581979
456.0,0.84353189
457.0,0.844583813
458.0,0.845352069
459.0,0.846136605
460.0,0.846902168
461.0,0.84749603
462.0,0.848120696
463.0,0.848765389
464.0,0.849435849
465.0,0.850000432
466.0,0.850534387
467.0,0.851052941
468.0,0.851533372
469.0,0.851987919
470.0,0.852419744
471.0,0.852917978
472.0,0.853317829
473.0,0.853696892
474.0,0.854136096
475.0,0.854576062
476.0,0.854993657
477.0,0.855377053
478.0,0.855781999
479.0,0.856194032
480.0,0.856618947
481.0,0.857146343
482.0,0.857506374
483.0,0.857878116
484.0,0.858369205
485.0,0.858912589
486.0,0.859364559
487.0,0.859700521
488.0,0.860112143
489.0,0.860533721
490.0,0.860993714
491.0,0.861534053
492.0,0.861975716
493.0,0.862382771
494.0,0.862786312
