Composition,
Date Added,2022-04-27 20:03:26.459798
Formula,
Grain Size,<45 µm
Locality,
Minimum Wavelength,350.0
Sample Name,Saponite
Maximum Wavelength,2500.0
Database of Origin,University of Winnipeg Spectrophotometer Facility
Other Information,
References,22. Mars Box Runs
Resolution,2-7 nm
Material Class,
Sample Description,SAP101
Saponite
Sample ID,SAP101_0
Original Sample ID,SAP101
Sample Type,None
Viewing Geometry,0°/0° (bifurc)
Wavelength,Response
350.0,0.170530923
351.0,0.1697449
352.0,0.167855951
353.0,0.167236235
354.0,0.169475598
355.0,0.167949232
356.0,0.167129972
357.0,0.167526651
358.0,0.169701044
359.0,0.170086353
360.0,0.169787359
361.0,0.170796711
362.0,0.170221019
363.0,0.169813568
364.0,0.1706587
365.0,0.170888611
366.0,0.170703338
367.0,0.170199751
368.0,0.171103178
369.0,0.172298771
370.0,0.173551108
371.0,0.174315296
372.0,0.174886446
373.0,0.175521784
374.0,0.176412029
375.0,0.177388145
376.0,0.178317596
377.0,0.179210144
378.0,0.1806422
379.0,0.181529193
380.0,0.182061413
381.0,0.182544882
382.0,0.183422837
383.0,0.184498126
384.0,0.185724838
385.0,0.187818486
386.0,0.189530954
387.0,0.190686512
388.0,0.191288382
389.0,0.192118169
390.0,0.193131726
391.0,0.194391276
392.0,0.195424612
393.0,0.196225198
394.0,0.19671792
395.0,0.197721656
396.0,0.198850085
397.0,0.200033677
398.0,0.200821512
399.0,0.20129958
400.0,0.201821826
401.0,0.203470336
402.0,0.204179498
403.0,0.204761036
404.0,0.205732517
405.0,0.206693411
406.0,0.207316088
407.0,0.207591835
408.0,0.208545409
409.0,0.209240468
410.0,0.209819214
411.0,0.21065316
412.0,0.211634308
413.0,0.212481511
414.0,0.21296874
415.0,0.213667651
416.0,0.214250525
417.0,0.214696937
418.0,0.215948538
419.0,0.216745333
420.0,0.217258633
421.0,0.217820039
422.0,0.218617142
423.0,0.219363468
424.0,0.219845143
425.0,0.220532545
426.0,0.221254703
427.0,0.221990411
428.0,0.222711664
429.0,0.223401016
430.0,0.224078797
431.0,0.224842709
432.0,0.225492531
433.0,0.226124324
434.0,0.226814304
435.0,0.227546775
436.0,0.228314507
437.0,0.229121016
438.0,0.229783238
439.0,0.230437158
440.0,0.231114739
441.0,0.231992939
442.0,0.232823432
443.0,0.23366462
444.0,0.234576287
445.0,0.235332696
446.0,0.236176539
447.0,0.237158715
448.0,0.238169433
449.0,0.239285785
450.0,0.24046324
451.0,0.241567438
452.0,0.242733369
453.0,0.243918665
454.0,0.24509767
455.0,0.246358202
456.0,0.247608437
457.0,0.24883231
458.0,0.249967183
459.0,0.251041766
460.0,0.252076699
461.0,0.253145481
462.0,0.254080104
463.0,0.254978713
464.0,0.255923709
465.0,0.256820338
466.0,0.257727386
467.0,0.258660628
468.0,0.259428269
469.0,0.260195357
470.0,0.260953177
471.0,0.261692675
472.0,0.262463384
473.0,0.263202667
474.0,0.263854547
475.0,0.264466284
476.0,0.2650891
477.0,0.265733981
478.0,0.266489929
479.0,0.267090863
480.0,0.26759847
481.0,0.268251239
482.0,0.268863867
483.0,0.269463144
484.0,0.270065091
485.0,0.270667252
486.0,0.271306549
487.0,0.271991296
488.0,0.272619452
489.0,0.273255864
490.0,0.273907774
491.0,0.27459467
492.0,0.275280369
493.0,0.275985372
494.0,0.276748992
495.0,0.277502085
496.0,0.278194874
497.0,0.27881189
498.0,0.279635324
499.0,0.280382924
500.0,0.281083323
501.0,0.281820673
502.0,0.282542924
503.0,0.283250474
504.0,0.283961983
505.0,0.284716949
506.0,0.285452703
507.0,0.286153624
508.0,0.286959166
509.0,0.287729845
510.0,0.288470755
511.0,0.289236676
512.0,0.290020091
513.0,0.290810227
514.0,0.291603985
515.0,0.29243457
516.0,0.293286269
517.0,0.294154204
518.0,0.295060347
519.0,0.295957497
520.0,0.296864254
521.0,0.297894782
522.0,0.298938446
523.0,0.299977782
524.0,0.301005517
525.0,0.302111327
526.0,0.303226497
527.0,0.304336573
528.0,0.305543474
529.0,0.306761148
530.0,0.307988428
531.0,0.309249589
532.0,0.310571853
533.0,0.311903078
534.0,0.313213834
535.0,0.314601252
536.0,0.316041794
537.0,0.317552554
538.0,0.319080684
539.0,0.32067983
540.0,0.322344407
541.0,0.324162002
542.0,0.326003474
543.0,0.32786695
544.0,0.329776522
545.0,0.331786511
546.0,0.333852753
547.0,0.335992314
548.0,0.338220261
549.0,0.340495776
550.0,0.342809408
551.0,0.345214741
552.0,0.34769333
553.0,0.350203745
554.0,0.352742485
555.0,0.355373817
556.0,0.358072359
557.0,0.360854806
558.0,0.363653796
559.0,0.366460764
560.0,0.369287435
561.0,0.372235453
562.0,0.375167298
563.0,0.378104391
564.0,0.381080828
565.0,0.384034401
566.0,0.386981682
567.0,0.389934703
568.0,0.392923047
569.0,0.395866493
570.0,0.398769366
571.0,0.401675155
572.0,0.404517724
573.0,0.407300877
574.0,0.410007061
575.0,0.412711403
576.0,0.41538303
577.0,0.418008224
578.0,0.420575169
579.0,0.423101265
580.0,0.425582862
581.0,0.427994517
582.0,0.430322727
583.0,0.43259146
584.0,0.434815601
585.0,0.436954149
586.0,0.439028156
587.0,0.44103526
588.0,0.443005137
589.0,0.444920694
590.0,0.446777664
591.0,0.448533112
592.0,0.45027785
593.0,0.451985362
594.0,0.453604211
595.0,0.455153854
596.0,0.456676921
597.0,0.458172643
598.0,0.459536921
599.0,0.460881619
600.0,0.462208794
601.0,0.463475816
602.0,0.464711167
603.0,0.46590432
604.0,0.467030876
605.0,0.468118241
606.0,0.469181362
607.0,0.470219501
608.0,0.471140835
609.0,0.472044585
610.0,0.472941429
611.0,0.473872952
612.0,0.474831758
613.0,0.47579615
614.0,0.476732706
615.0,0.47763578
616.0,0.478475112
617.0,0.479220257
618.0,0.479912401
619.0,0.48072893
620.0,0.481654101
621.0,0.48250313
622.0,0.483175387
623.0,0.483789211
624.0,0.484503881
625.0,0.485220914
626.0,0.485873837
627.0,0.486410384
628.0,0.486862167
629.0,0.487304282
630.0,0.487736024
631.0,0.488113568
632.0,0.488569463
633.0,0.48900274
634.0,0.489241751
635.0,0.489737665
636.0,0.490134513
637.0,0.490288361
638.0,0.490829757
639.0,0.491420932
640.0,0.492050438
641.0,0.492727053
642.0,0.493512647
643.0,0.494309811
644.0,0.49495902
645.0,0.495729576
646.0,0.496483805
647.0,0.497172819
648.0,0.497937022
649.0,0.498711844
650.0,0.499489765
651.0,0.500253907
652.0,0.500974869
653.0,0.501666368
654.0,0.50231969
655.0,0.503051669
656.0,0.503778615
657.0,0.504470483
658.0,0.505231525
659.0,0.505982501
660.0,0.506726633
661.0,0.507454438
662.0,0.508141212
663.0,0.50880239
664.0,0.509451568
665.0,0.510165256
666.0,0.510894535
667.0,0.511623874
668.0,0.512344897
669.0,0.513050606
670.0,0.513752264
671.0,0.514506646
672.0,0.51525308
673.0,0.516003443
674.0,0.516783328
675.0,0.517533997
676.0,0.518264104
677.0,0.518973588
678.0,0.519751878
679.0,0.520548213
680.0,0.52135529
681.0,0.522138613
682.0,0.522905547
683.0,0.523661618
684.0,0.524417688
685.0,0.525197758
686.0,0.525974513
687.0,0.526753294
688.0,0.527590017
689.0,0.528388746
690.0,0.529144694
691.0,0.529866024
692.0,0.530589932
693.0,0.531323292
694.0,0.53211619
695.0,0.532875636
696.0,0.533625876
697.0,0.534378325
698.0,0.535105731
699.0,0.535832278
700.0,0.536554529
701.0,0.537276227
702.0,0.538001608
703.0,0.538725024
704.0,0.53946397
705.0,0.540223969
706.0,0.540978812
707.0,0.541717634
708.0,0.542380654
709.0,0.543051898
710.0,0.543735173
711.0,0.544481914
712.0,0.545196553
713.0,0.545881915
714.0,0.546526091
715.0,0.547195985
716.0,0.547867229
717.0,0.54853344
718.0,0.549119121
719.0,0.549707626
720.0,0.550309573
721.0,0.550979099
722.0,0.551591174
723.0,0.552170717
724.0,0.552752593
725.0,0.553378785
726.0,0.553994051
727.0,0.55456936
728.0,0.555097467
729.0,0.555607468
730.0,0.556105255
731.0,0.556623848
732.0,0.557128202
733.0,0.557625559
734.0,0.558128624
735.0,0.558630154
736.0,0.55912346
737.0,0.559604306
738.0,0.560003639
739.0,0.560439371
740.0,0.560907266
741.0,0.561356256
742.0,0.561782105
743.0,0.562199423
744.0,0.562640802
745.0,0.563131223
746.0,0.563588315
747.0,0.563954381
748.0,0.564363351
749.0,0.564734267
750.0,0.565050923
751.0,0.565389982
752.0,0.5657806
753.0,0.566208843
754.0,0.566661884
755.0,0.567000944
756.0,0.567317477
757.0,0.567659789
758.0,0.568057834
759.0,0.568451091
760.0,0.568825996
761.0,0.56907225
762.0,0.569326483
763.0,0.56960312
764.0,0.569913884
765.0,0.570129325
766.0,0.570311622
767.0,0.570484834
768.0,0.570606856
769.0,0.570728571
770.0,0.570860844
771.0,0.571090771
772.0,0.571341751
773.0,0.57159138
774.0,0.571784111
775.0,0.57190552
776.0,0.572032391
777.0,0.572194862
778.0,0.572426262
779.0,0.572731808
780.0,0.573104626
781.0,0.573343515
782.0,0.573565708
783.0,0.573780904
784.0,0.574009296
785.0,0.574172872
786.0,0.574310484
787.0,0.574437171
788.0,0.574515246
789.0,0.574610813
790.0,0.574717859
791.0,0.574811831
792.0,0.574871798
793.0,0.574905864
794.0,0.574918262
795.0,0.574889476
796.0,0.574878857
797.0,0.574931336
798.0,0.574987069
799.0,0.57509393
800.0,0.575260329
801.0,0.57545748
802.0,0.575560904
803.0,0.5756159
804.0,0.575750382
805.0,0.575792549
806.0,0.5757939
807.0,0.575787271
808.0,0.575815321
809.0,0.575893396
810.0,0.576009157
811.0,0.576062864
812.0,0.576105523
813.0,0.576152048
814.0,0.576215883
815.0,0.576295369
816.0,0.576351101
817.0,0.57634748
818.0,0.57639333
819.0,0.576397259
820.0,0.576357976
821.0,0.576407386
822.0,0.576471159
823.0,0.576537019
824.0,0.57656998
825.0,0.576627308
826.0,0.576691327
827.0,0.576752092
828.0,0.576713853
829.0,0.576679603
830.0,0.576664688
831.0,0.57666432
832.0,0.576706672
833.0,0.576778056
834.0,0.576848826
835.0,0.576890196
836.0,0.57691751
837.0,0.576939913
838.0,0.57702032
839.0,0.577082006
840.0,0.577127611
841.0,0.577238524
842.0,0.577296895
843.0,0.57731402
844.0,0.577259699
845.0,0.577283146
846.0,0.577365579
847.0,0.577501411
848.0,0.577459305
849.0,0.57740259
850.0,0.57737055
851.0,0.577432544
852.0,0.577472379
853.0,0.577512644
854.0,0.577580468
855.0,0.577629326
856.0,0.57766198
857.0,0.577692117
858.0,0.577785536
859.0,0.577864838
860.0,0.57791609
861.0,0.577908233
862.0,0.577933644
863.0,0.57798195
864.0,0.578050695
865.0,0.57810164
866.0,0.578140861
867.0,0.578167438
868.0,0.578233237
869.0,0.578316038
870.0,0.578412219
871.0,0.57846298
872.0,0.578541361
873.0,0.57862809
874.0,0.578662462
875.0,0.578726174
876.0,0.578805783
877.0,0.578897361
878.0,0.578947447
879.0,0.579036508
880.0,0.579179461
881.0,0.57923507
882.0,0.579347947
883.0,0.579481815
884.0,0.579562467
885.0,0.579598313
886.0,0.57963287
887.0,0.579702474
888.0,0.579816025
889.0,0.57997997
890.0,0.580185099
891.0,0.580358926
892.0,0.58046726
893.0,0.580520599
894.0,0.580526614
895.0,0.580604627
896.0,0.580698415
897.0,0.580744817
898.0,0.580841919
899.0,0.580985424
900.0,0.581176621
901.0,0.581242358
902.0,0.581330744
903.0,0.58144135
904.0,0.581531086
905.0,0.581678581
906.0,0.581846453
907.0,0.582029978
908.0,0.582192203
909.0,0.582336813
910.0,0.582462456
911.0,0.582577727
912.0,0.582698951
913.0,0.582841596
914.0,0.58302199
915.0,0.583148063
916.0,0.58326849
917.0,0.583422674
918.0,0.583574466
919.0,0.583768424
920.0,0.584016949
921.0,0.584215266
922.0,0.584343855
923.0,0.5844393
924.0,0.584614354
925.0,0.584765715
926.0,0.584905906
927.0,0.585040142
928.0,0.585247359
929.0,0.585448376
930.0,0.585611093
931.0,0.585747662
932.0,0.585890369
933.0,0.58604572
934.0,0.586252016
935.0,0.586447386
936.0,0.586626798
937.0,0.58676975
938.0,0.586971013
939.0,0.587142446
940.0,0.58725925
941.0,0.587507407
942.0,0.587635383
943.0,0.587684486
944.0,0.587815408
945.0,0.58795566
946.0,0.588088301
947.0,0.588190743
948.0,0.588270904
949.0,0.588354564
950.0,0.588447922
951.0,0.58851636
952.0,0.588576328
953.0,0.588647958
954.0,0.588761264
955.0,0.588903787
956.0,0.589049256
957.0,0.589196566
958.0,0.589343078
959.0,0.589466144
960.0,0.589541579
961.0,0.589698281
962.0,0.589822451
963.0,0.589905252
964.0,0.589953373
965.0,0.590058332
966.0,0.590180354
967.0,0.590261129
968.0,0.590377627
969.0,0.590527208
970.0,0.59071417
971.0,0.590932005
972.0,0.591135355
973.0,0.591316178
974.0,0.591492828
975.0,0.591636517
976.0,0.591780942
977.0,0.591956426
978.0,0.592061139
979.0,0.592206362
980.0,0.592428862
981.0,0.592609011
982.0,0.592755278
983.0,0.592880123
984.0,0.593036395
985.0,0.593200707
986.0,0.593386257
987.0,0.593616798
988.0,0.593801427
989.0,0.593970772
