Composition,
Date Added,2022-04-27 20:03:27.029936
Formula,
Grain Size,<45 µm
Locality,
Minimum Wavelength,2000.0
Sample Name,Saponite
Maximum Wavelength,15965.0
Database of Origin,University of Winnipeg Spectrophotometer Facility
Other Information,
References,22. Mars box runs - D&P spectra
Resolution,~3 cm-1
Material Class,
Sample Description,SAP101
Saponite
Sample ID,SAP101_17_f1
Original Sample ID,SAP101
Sample Type,None
Viewing Geometry,I=30∞_ e=0∞
Wavelength,Response
1999.978,0.3814474
2001.1420000000003,0.38074997
2002.307,0.38040116
2003.4740000000002,0.38017191
2004.6430000000003,0.38115514
2005.8120000000001,0.3824757
2006.983,0.38259488
2008.155,0.38268417
2009.3290000000002,0.38342957
2010.5040000000001,0.38414532
2011.68,0.38413573
2012.858,0.3839125
2014.037,0.38391523
2015.2169999999999,0.38374013
2016.399,0.38319265
2017.5819999999999,0.38285768
2018.7659999999998,0.38380984
2019.952,0.38448566
2021.139,0.38402411
2022.328,0.38408427
2023.5180000000003,0.38361049
2024.709,0.38304016
2025.9019999999998,0.38410821
2027.0959999999998,0.384749
2028.291,0.38472513
2029.4880000000003,0.38490508
2030.6860000000001,0.38447319
2031.886,0.38423336
2033.087,0.38490384
2034.2889999999998,0.38581956
2035.4930000000002,0.38587319
2036.6979999999999,0.38498541
2037.9049999999997,0.38494373
2039.113,0.38546283
2040.3220000000001,0.38547416
2041.533,0.38576872
2042.746,0.38596814
2043.959,0.38590528
2045.1739999999998,0.38625105
2046.3909999999998,0.38657622
2047.609,0.38655887
2048.828,0.38660465
2050.049,0.38701178
2051.2709999999997,0.38718401
2052.495,0.38700814
2053.7200000000003,0.38648529
2054.9469999999997,0.38566071
2056.175,0.38614449
2057.404,0.38762322
2058.635,0.38853963
2059.867,0.38813066
2061.1009999999997,0.3876121
2062.3360000000002,0.38823088
2063.573,0.38781866
2064.811,0.38634679
2066.051,0.38607626
2067.292,0.38702174
2068.534,0.38745207
2069.778,0.38670744
2071.024,0.38652809
2072.271,0.38703771
2073.5190000000002,0.38672117
2074.769,0.38641002
2076.02,0.38708797
2077.273,0.38735186
2078.528,0.38693777
2079.784,0.38700385
2081.0409999999997,0.38801799
2082.3,0.38868019
2083.56,0.38769949
2084.822,0.38687499
2086.085,0.38731519
2087.35,0.38788404
2088.617,0.38818164
2089.885,0.3881389
2091.154,0.38755883
2092.425,0.38760275
2093.697,0.38844856
2094.971,0.38890433
2096.247,0.38888207
2097.524,0.38850367
2098.8030000000003,0.38815329
2100.083,0.38825436
2101.3639999999996,0.38845299
2102.6479999999997,0.38826973
2103.932,0.38751731
2105.219,0.38612256
2106.506,0.38527193
2107.796,0.38562953
2109.087,0.38605885
2110.379,0.38606808
2111.6730000000002,0.38609371
2112.969,0.38635874
2114.266,0.38644247
2115.565,0.3857557
2116.8650000000002,0.38467632
2118.167,0.38503617
2119.471,0.38675729
2120.7760000000003,0.38791002
2122.082,0.38721481
2123.3909999999996,0.38620137
2124.7,0.3872975
2126.0119999999997,0.38880486
2127.325,0.38943831
2128.64,0.3902376
2129.956,0.39047043
2131.274,0.38951683
2132.593,0.3888284
2133.9139999999998,0.38837414
2135.237,0.38774661
2136.561,0.38754095
2137.887,0.38784297
2139.214,0.38896078
2140.544,0.38994215
2141.8740000000003,0.38999738
2143.207,0.3900418
2144.5409999999997,0.3904372
2145.8759999999997,0.38989428
2147.214,0.38875291
2148.5530000000003,0.38896007
2149.893,0.38977463
2151.2349999999997,0.3900552
2152.5789999999997,0.38962296
2153.925,0.38853133
2155.272,0.38813627
2156.621,0.3886342
2157.972,0.38896655
2159.3239999999996,0.3886096
2160.678,0.38817101
2162.033,0.38838115
2163.3900000000003,0.38828552
2164.7490000000003,0.38762303
2166.11,0.38720644
2167.472,0.38689091
2168.8360000000002,0.38668932
2170.202,0.38653402
2171.569,0.385971
2172.9379999999996,0.38487096
2174.309,0.38400854
2175.6820000000002,0.38392642
2177.056,0.38405114
2178.432,0.38385657
2179.809,0.38267913
2181.189,0.38101135
2182.57,0.38043501
2183.952,0.3806344
2185.337,0.38016532
2186.7230000000004,0.37927098
2188.1110000000003,0.37880555
2189.5009999999997,0.37867514
2190.892,0.37831708
2192.285,0.37749169
2193.6800000000003,0.37652979
2195.0769999999998,0.37566186
2196.476,0.37513697
2197.8759999999997,0.37489531
2199.2780000000002,0.37471305
2200.6820000000002,0.37436796
2202.087,0.37385801
2203.494,0.37388763
2204.903,0.37440825
2206.314,0.37443855
2207.7270000000003,0.37409201
2209.1409999999996,0.37390082
2210.5570000000002,0.37364141
2211.975,0.37387218
2213.395,0.37457144
2214.817,0.37493339
2216.24,0.37541721
2217.6650000000004,0.37606799
2219.0919999999996,0.37665041
2220.521,0.37716819
2221.9519999999998,0.37779929
2223.384,0.37868939
2224.8179999999998,0.37934259
2226.254,0.38003639
2227.692,0.38093389
2229.132,0.38092453
2230.5739999999996,0.38030748
2232.017,0.38097576
2233.462,0.38196884
2234.9100000000003,0.3822902
2236.3590000000004,0.38307533
2237.8089999999997,0.3845004
