Composition,
Date Added,2022-04-27 20:00:03.669541
Formula,
Grain Size,
Locality,
Minimum Wavelength,248.0
Sample Name,Hematite
Maximum Wavelength,2976.0
Database of Origin,USGS Spectral Database
Other Information,
References,
Resolution,
Material Class,Oxide
Sample Description,See USGS database for additional info
Sample ID,Hematite_gds27.9282
Original Sample ID,
Sample Type,None
Viewing Geometry,
Wavelength,Response
248.1,0.036841
253.6,0.038138
258.6,0.03369
263.6,0.030988
268.6,0.03116
273.1,0.030597
277.1,0.03215
281.1,0.029034
285.1,0.029937
289.1,0.028816
293.1,0.026967
297.1,0.027069
301.1,0.028392
305.1,0.025456
309.1,0.025797
313.1,0.02392
317.1,0.025167
321.1,0.024291
325.1,0.024271
329.1,0.022956
333.1,0.022844
337.1,0.022213
341.1,0.021721
345.1,0.022116
349.1,0.020605
353.1,0.01748
357.1,0.017082
360.6,0.017662
363.6,0.017607
366.6,0.018552
369.6,0.017859
372.6,0.018148
375.6,0.018267
378.6,0.018185
381.1,0.018758
383.1,0.019138
385.1,0.01985
387.1,0.019744
389.1,0.019064
391.1,0.01947
393.1,0.020002
395.1,0.019969
397.1,0.018989
399.1,0.019854
401.1,0.020165
403.1,0.020114
405.1,0.020414
407.1,0.020498
409.1,0.020197
411.1,0.020489
412.8,0.020241
415.8,0.020531
418.8,0.020954
421.8,0.020129
424.8,0.02101
427.8,0.020374
430.8,0.020628
433.8,0.020968
436.8,0.020706
439.8,0.02028
442.8,0.020782
445.8,0.020455
448.8,0.020383
451.3,0.020164
453.3,0.020644
455.3,0.020459
457.3,0.020505
459.3,0.019765
461.3,0.020806
463.3,0.020219
465.3,0.019792
467.3,0.020391
469.3,0.019674
471.3,0.019954
473.3,0.020899
475.3,0.020185
477.3,0.020077
479.3,0.020127
481.3,0.020435
483.3,0.021067
485.3,0.0201
487.3,0.020656
489.3,0.020942
491.3,0.020204
493.3,0.020785
495.3,0.0207
497.3,0.020442
499.3,0.021143
501.3,0.020477
503.3,0.021811
505.3,0.020796
507.3,0.021076
509.3,0.021428
511.3,0.021292
513.3,0.021907
515.3,0.021495
517.3,0.022201
519.3,0.021789
521.3,0.022046
523.3,0.022551
525.3,0.02225
527.3,0.022346
529.3,0.022415
531.3,0.023612
533.3,0.02231
535.3,0.024204
537.3,0.023711
539.3,0.024371
541.3,0.025151
543.3,0.024949
545.3,0.025558
547.3,0.026401
549.3,0.0271
551.3,0.027686
553.3,0.029301
555.3,0.031046
557.3,0.032046
559.3,0.033867
561.3,0.03631
563.3,0.038899
565.3,0.042212
567.3,0.04482
569.3,0.050013
571.3,0.053676
573.3,0.058791
575.3,0.063999
577.3,0.069581
579.3,0.075826
581.3,0.082811
583.3,0.089305
585.3,0.096145
587.3,0.103331
589.3,0.110555
591.3,0.117165
593.3,0.123489
595.3,0.130474
597.3,0.136751
599.3,0.142104
601.1,0.146698
602.7,0.151104
604.3,0.154441
605.9,0.159061
607.5,0.159912
609.1,0.163066
610.7,0.166288
612.3,0.168203
613.9,0.169756
615.5,0.172117
617.1,0.17368
618.7,0.17617
620.3,0.176756
621.9,0.178413
623.5,0.179552
625.1,0.180328
626.7,0.181746
628.3,0.182812
629.9,0.183671
631.7,0.18477
633.7,0.186064
635.7,0.187391
637.7,0.188733
639.7,0.188982
641.7,0.190599
643.7,0.191848
645.7,0.192843
647.7,0.194772
649.7,0.195695
651.7,0.197065
653.7,0.198881
655.7,0.200411
657.7,0.202322
659.7,0.203849
661.7,0.206116
663.7,0.207819
665.7,0.209851
667.7,0.211387
670.2,0.214048
673.2,0.218126
676.2,0.221435
679.2,0.225632
682.2,0.230607
685.2,0.233775
688.2,0.238702
691.2,0.242704
694.2,0.247779
697.2,0.252562
700.2,0.258389
702.0,0.260582
704.0,0.264156
706.0,0.267779
708.0,0.271122
710.0,0.274469
712.0,0.27809
714.0,0.281041
716.0,0.283872
718.0,0.287235
720.0,0.289242
722.0,0.293191
724.0,0.296089
726.0,0.299686
728.0,0.301642
730.0,0.303217
732.0,0.304998
734.0,0.306897
736.0,0.308692
738.0,0.309662
740.0,0.31104
742.0,0.311192
744.0,0.311446
746.0,0.311645
748.0,0.312086
750.5,0.311252
753.5,0.309791
756.5,0.308593
759.5,0.306637
762.5,0.303253
765.5,0.301701
768.5,0.298705
771.5,0.295575
774.5,0.291815
777.5,0.288461
781.0,0.284921
785.0,0.280607
789.0,0.275541
793.0,0.270983
797.0,0.266457
801.5,0.26172
806.5,0.257345
811.5,0.252472
816.5,0.249007
822.0,0.244021
828.0,0.239224
835.0,0.234913
843.0,0.230933
851.0,0.233991
859.0,0.232238
871.0,0.230572
883.0,0.234424
894.0,0.236836
904.0,0.241409
914.0,0.24865
924.0,0.254919
933.0,0.268748
941.0,0.277698
949.0,0.285776
957.0,0.299721
964.0,0.315167
970.0,0.32539
976.0,0.33714
982.0,0.348914
988.0,0.360318
994.0,0.373817
1000.0,0.386904
1006.0,0.400358
1012.0,0.412832
1018.0,0.424056
1023.5,0.435844
1028.5,0.443065
1033.5,0.454401
1038.5,0.459884
1043.5,0.468972
1048.5,0.476378
1053.5,0.481143
1058.5,0.489603
1063.5,0.496833
1068.5,0.504008
1073.5,0.510676
1078.5,0.51784
1083.5,0.526327
1088.5,0.533603
1093.5,0.541185
1098.5,0.54834
1103.5,0.55707
1108.5,0.565974
1113.5,0.57471
1118.5,0.582585
1123.5,0.591024
1128.5,0.599694
1133.5,0.6104
1138.5,0.621941
1143.5,0.630876
1148.5,0.638598
1153.5,0.649663
1158.5,0.660098
1163.5,0.669665
1168.5,0.677937
1173.5,0.688918
1178.5,0.698817
1183.5,0.709648
1188.5,0.720785
1193.5,0.725781
1198.5,0.734559
1203.5,0.741532
1208.5,0.747294
1213.5,0.755474
1218.5,0.762566
1223.5,0.767522
1228.5,0.770343
1233.5,0.777546
1238.5,0.780799
1243.5,0.78587
1248.5,0.791544
1253.5,0.794477
1258.5,0.796001
1263.5,0.801243
1268.5,0.803852
1273.5,0.803933
1278.5,0.807112
1283.5,0.808608
1288.5,0.810601
1293.5,0.812233
1298.5,0.813838
1303.5,0.815018
1308.5,0.816532
1313.5,0.817101
1318.5,0.817807
1323.5,0.820502
1328.5,0.82012
1333.5,0.822236
1338.5,0.819018
1343.5,0.822251
1348.5,0.822115
1353.5,0.822837
1358.5,0.822091
1363.5,0.825985
1368.5,0.821942
1373.5,0.82418
1378.5,0.816381
1383.5,0.812206
1388.5,0.8151
1393.5,0.815218
1398.5,0.817073
1403.5,0.815215
1408.5,0.812305
1413.5,0.813938
1418.5,0.816833
1423.5,0.816968
1428.5,0.819412
1433.5,0.813333
1438.5,0.816733
1443.5,0.82129
1448.5,0.818163
1453.5,0.814869
